# FIELDS: tokenid	parserid	token	lemma	pos	entity	head	deprel
1	1	Signor	signore	S	O	8	vocative
1319	14	dai	dal	E+RD	O	15	case
1320	15	paesi	paese	S	O	13	nmod
1321	16	candidati	candidare	V	O	15	acl
1322	17	in	in	E	O	18	case
1323	18	merito	merito	S	O	16	nmod
1324	19	all'	all'	E+RD	O	20	case
1325	20	importanza	importanza	S	O	16	nmod
1326	21	di	di	E	O	22	mark
1327	22	portare	portare	V	O	20	acl
1328	23	avanti	avanti	B	O	22	advmod
1329	24	insieme	insieme	B	O	26	case
1330	25	all'	all'	E+RD	O	24	mwe
1331	26	Unione	unione	S	LOC	22	nmod
1332	27	europea	europeo	A	LOC	26	amod
1333	28	,	[PUNCT]	FF	O	26	punct
1334	29	nel	nel	E+RD	O	30	case
1335	30	periodo	periodo	S	O	26	nmod
1336	31	precedente	precedente	A	O	30	amod
1337	32	l'	l'	RD	O	33	det
1338	33	adesione	adesione	S	O	30	nmod
1339	34	,	[PUNCT]	FF	O	33	punct
1340	35	un	un	RI	O	36	det
1341	36	approfondimento	approfondimento	S	O	33	conj
1342	37	sui	sul	E+RD	O	38	case
1343	38	meccanismi	meccanismo	S	O	36	nmod
1344	39	di	di	E	O	40	case
1345	40	controllo	controllo	S	O	38	nmod
1346	41	e	e	CC	O	38	cc
1347	42	di	di	E	O	43	case
1348	43	lavoro	lavoro	S	O	38	conj
1349	44	esistenti	esistere	V	O	43	acl
1350	45	in	in	E	O	46	case
1351	46	materia	materia	S	O	44	nmod
1352	47	.	[PUNCT]	FS	O	1	punct

1353	1	Ritengo	ritenere	V	O	0	root
1354	2	che	che	CS	O	6	mark
1355	3	la	la	RD	O	4	det
1356	4	Commissione	Commissione	SP	ORG	6	nsubj
1357	5	stia	stare	VA	O	6	aux
1358	6	dedicando	dedicare	V	O	1	ccomp
1359	7	un'	un'	RI	O	8	det
1360	8	attenzione	attenzione	S	O	6	dobj
1361	9	particolare	particolare	A	O	8	amod
1362	10	alla	alla	E+RD	O	11	case
1363	11	questione	questione	S	O	6	nmod
1364	12	e	e	CC	O	6	cc
1365	13	che	che	CS	O	63	mark
1366	14	il	il	RD	O	15	det
1367	15	fatto	fatto	S	O	63	nsubj
1368	16	che	che	CS	O	26	mark
1369	17	,	[PUNCT]	FF	O	26	punct
1370	18	proprio	proprio	B	O	20	advmod
1371	19	nel	nel	E+RD	O	20	case
1372	20	periodo	periodo	S	O	26	nmod
1373	21	della	della	E+RD	O	22	case
1374	22	Presidenza	Presidenza	SP	ORG	20	nmod
1375	23	portoghese	portoghese	A	ORG	22	amod
1376	24	,	[PUNCT]	FF	O	20	punct
1377	25	si	si	PC	O	26	expl
1378	26	aprano	aprire	V	O	63	advcl
1379	27	,	[PUNCT]	FF	O	26	punct
1380	28	con	con	E	O	30	case
1381	29	i	il	RD	O	30	det
1382	30	paesi	paese	S	O	26	nmod
1383	31	candidati	candidato	S	O	30	nmod
1384	32	della	della	E+RD	O	34	case
1385	33	cosiddetta	cosiddetto	A	O	34	amod
1386	34	fase	fase	S	O	31	nmod
1387	35	di	di	E	O	36	case
1388	36	Lussemburgo	Lussemburgo	SP	LOC	34	nmod
1389	37	,	[PUNCT]	FF	O	26	punct
1390	38	vari	vario	DI	O	39	det
1391	39	capitoli	capitolo	S	O	26	dobj
1392	40	di	di	E	O	41	case
1393	41	discussione	discussione	S	O	39	nmod
1394	42	aventi	avere	V	O	39	acl
1395	43	per	per	E	O	44	case
1396	44	oggetto	oggetto	S	O	42	nmod
1397	45	tale	tale	DD	O	46	det
1398	46	tema	tema	S	O	42	dobj
1399	47	,	[PUNCT]	FF	O	42	punct
1400	48	in	in	E	O	49	case
1401	49	particolare	particolare	S	O	42	nmod
1402	50	in	in	E	O	51	case
1403	51	materia	materia	S	O	49	nmod
1404	52	di	di	E	O	53	case
1405	53	giustizia	giustizia	S	O	51	nmod
1406	54	e	e	CC	O	53	cc
1407	55	affari	affare	S	O	53	conj
1408	56	interni	interno	A	O	55	amod
1409	57	e	e	CC	O	51	cc
1410	58	di	di	E	O	60	case
1411	59	libera	libero	A	O	60	amod
1412	60	circolazione	circolazione	S	O	51	conj
1413	61	,	[PUNCT]	FF	O	26	punct
1414	62	possa	potere	VM	O	63	aux
1415	63	contribuire	contribuire	V	O	6	conj
1416	64	fin	fin	B	O	66	advmod
1417	65	d'	da	E	O	66	case
1418	66	ora	ora	B	O	63	advmod
1419	67	a	a	E	O	68	mark
1420	68	creare	creare	V	O	63	xcomp
1421	69	quella	quello	DD	O	70	det
1422	70	cultura	cultura	S	O	68	dobj
1423	71	comune	comune	A	O	70	amod
1424	72	,	[PUNCT]	FF	O	68	punct
1425	73	in	in	E	O	74	case
1426	74	termini	termine	S	O	68	nmod
1427	75	di	di	E	O	76	case
1428	76	rispetto	rispetto	S	O	74	nmod
1429	77	dell'	dell'	E+RD	O	78	case
1430	78	acquis	acquis	S	O	76	nmod
1431	79	comunitario	comunitario	A	O	78	amod
1432	80	,	[PUNCT]	FF	O	74	punct
1433	81	che	che	CS	O	88	mark
1434	82	i	il	RD	O	83	det
1435	83	paesi	paese	S	O	88	nsubjpass
1436	84	candidati	candidato	S	O	83	compound
1437	85	in	in	E	O	86	case
1438	86	seguito	seguito	S	O	83	nmod
1439	87	saranno	essere	VA	O	88	auxpass
1440	88	tenuti	tenere	V	O	74	advcl
1441	89	a	a	E	O	90	mark
1442	90	condividere	condividere	V	O	88	xcomp
1443	91	.	[PUNCT]	FS	O	1	punct

1444	1	Nell'	nell'	E+RD	O	2	case
1445	2	unirmi	unirmi	S	O	14	nmod
1446	3	ai	al	E+RD	O	4	case
1447	4	ringraziamenti	ringraziamento	S	O	2	nmod
1448	5	rivolti	rivolgere	V	O	4	acl
1449	6	al	al	E+RD	O	7	case
1450	7	Consiglio	consiglio	S	O	5	nmod
1451	8	per	per	E	O	10	case
1452	9	la	la	RD	O	10	det
1453	10	risposta	risposta	S	O	2	nmod
1454	11	precedente	precedente	A	O	10	amod
1455	12	,	[PUNCT]	FF	O	2	punct
1456	13	vorrei	volere	VM	O	14	aux
1457	14	interrogarlo	interrogare	V+PC	O	0	root
1458	15	su	su	E	O	17	case
1459	16	una	una	RI	O	17	det
1460	17	questione	questione	S	O	14	nmod
1461	18	correlata	correlare	V	O	17	acl
1462	19	.	[PUNCT]	FS	O	14	punct

1463	1	Di	di	E	O	2	case
1464	2	recente	recente	A	O	7	nmod
1465	3	,	[PUNCT]	FF	O	2	punct
1466	4	la	la	RD	O	5	det
1467	5	BBC	BBC	SP	ORG	7	nsubj
1468	6	ha	avere	VA	O	7	aux
1469	7	fornito	fornire	V	O	0	root
1470	8	prove	prova	S	O	7	dobj
1471	9	che	che	PR	O	8	nmod
1472	10	in	in	E	O	11	case
1473	11	Romania	Romania	SP	LOC	9	nmod
1474	12	,	[PUNCT]	FF	O	11	punct
1475	13	come	come	CS	O	16	mark
1476	14	si	si	PC	O	16	expl
1477	15	è	essere	VA	O	16	aux
1478	16	detto	dire	V	O	11	advcl
1479	17	,	[PUNCT]	FF	O	16	punct
1480	18	erano	essere	V	O	16	conj
1481	19	in	in	E	O	20	case
1482	20	vendita	vendita	S	O	18	nmod
1483	21	"	[PUNCT]	FB	O	22	punct
1484	22	uteri	utero	A	O	20	amod
1485	23	"	[PUNCT]	FB	O	22	punct
1486	24	,	[PUNCT]	FF	O	16	punct
1487	25	ossia	ossia	CC	O	16	cc
1488	26	si	si	PC	O	27	expl
1489	27	pagavano	pagare	V	O	16	conj
1490	28	donne	donna	S	O	27	dobj
1491	29	affinché	affinché	CS	O	30	mark
1492	30	dessero	dare	V	O	27	advcl
1493	31	alla	alla	E+RD	O	32	case
1494	32	luce	luce	S	O	30	nmod
1495	33	bambini	bambino	S	O	32	compound
1496	34	da	da	E	O	35	mark
1497	35	esportare	esportare	V	O	30	advcl
1498	36	verso	verso	E	O	38	case
1499	37	i	il	RD	O	38	det
1500	38	paesi	paese	S	O	35	nmod
1501	39	membri	membro	S	O	38	compound
1502	40	dell'	dell'	E+RD	O	41	case
1503	41	Unione	Unione	SP	LOC	39	nmod
1504	42	.	[PUNCT]	FS	O	7	punct

1505	1	Inoltre	inoltre	B	O	6	advmod
1506	2	,	[PUNCT]	FF	O	1	punct
1507	3	la	la	RD	O	4	det
1508	4	BBC	BBC	SP	ORG	6	nsubj
1509	5	ha	avere	VA	O	6	aux
1510	6	sostenuto	sostenere	V	O	0	root
1511	7	che	che	CS	O	9	mark
1512	8	ciò	ciò	PD	O	9	nsubj
1513	9	avveniva	avvenire	V	O	6	ccomp
1514	10	col	col	E+RD	O	11	case
1515	11	tacito	tacito	S	O	9	nmod
1516	12	assenso	assenso	A	O	11	amod
1517	13	delle	della	E+RD	O	14	case
1518	14	autorità	autorità	S	O	11	nmod
1519	15	romene	romeno	A	O	14	amod
1520	16	,	[PUNCT]	FF	O	6	punct
1521	17	in	in	E	O	18	case
1522	18	quanto	quanto	CS	O	19	mark
1523	19	faceva	fare	V	O	6	advcl
1524	20	affluire	affluire	V	O	19	ccomp
1525	21	valuta	valuta	S	O	20	dobj
1526	22	forte	forte	A	O	21	amod
1527	23	nel	nel	E+RD	O	24	case
1528	24	paese	paese	S	O	20	nmod
1529	25	.	[PUNCT]	FS	O	6	punct

1530	1	Il	il	RD	O	2	det
1531	2	Consiglio	consiglio	S	O	3	nsubj
1532	3	solleverà	sollevare	V	O	0	root
1533	4	questo	questo	DD	O	5	det
1534	5	punto	punto	S	O	3	dobj
1535	6	nel	nel	E+RD	O	8	case
1536	7	suo	suo	AP	O	8	det:poss
1537	8	dialogo	dialogo	S	O	3	nmod
1538	9	con	con	E	O	11	case
1539	10	la	la	RD	O	11	det
1540	11	Romania	Romania	SP	ORG	8	nmod
1541	12	in	in	E	O	13	case
1542	13	merito	merito	S	O	3	nmod
1543	14	alla	alla	E+RD	O	15	case
1544	15	domanda	domanda	S	O	13	nmod
1545	16	di	di	E	O	17	case
1546	17	adesione	adesione	S	O	15	nmod
1547	18	alla	alla	E+RD	O	19	case
1548	19	Comunità	comunità	S	O	17	nmod
1549	20	da	da	E	O	21	case
1550	21	essa	essa	PE	O	22	nmod
1551	22	presentata	presentare	V	O	13	acl
1552	23	?	[PUNCT]	FS	O	3	punct

1553	1	La	la	PC	O	2	dobj
1554	2	ringrazio	ringraziare	V	O	0	root
1555	3	per	per	E	O	5	case
1556	4	la	la	RD	O	5	det
1557	5	domanda	domanda	S	O	2	nmod
1558	6	,	[PUNCT]	FF	O	2	punct
1559	7	onorevole	onorevole	S	O	2	nsubj
1560	8	parlamentare	parlamentare	A	O	7	amod
1561	9	,	[PUNCT]	FF	O	2	punct
1562	10	e	e	CC	O	2	cc
1563	11	ne	ne	PC	O	12	advmod
1564	12	approfitto	approfittare	V	O	2	conj
1565	13	per	per	E	O	14	mark
1566	14	fornire	fornire	V	O	12	advcl
1567	15	un	un	RI	O	16	det
1568	16	chiarimento	chiarimento	S	O	14	dobj
1569	17	su	su	E	O	19	case
1570	18	un'	un'	RI	O	19	det
1571	19	azione	azione	S	O	16	nmod
1572	20	portata	portare	V	O	19	acl
1573	21	a	a	E	O	22	case
1574	22	termine	termine	S	O	20	nmod
1575	23	dalla	dalla	E+RD	O	24	case
1576	24	Presidenza	Presidenza	SP	ORG	20	nmod
1577	25	portoghese	portoghese	A	ORG	24	amod
1578	26	in	in	E	O	27	case
1579	27	Romania	Romania	SP	LOC	24	nmod
1580	28	.	[PUNCT]	FS	O	2	punct

1581	1	Ho	avere	VA	O	2	aux
1582	2	avuto	avere	V	O	0	root
1583	3	uno	un	RI	O	4	det
1584	4	scambio	scambio	S	O	2	dobj
1585	5	di	di	E	O	6	case
1586	6	opinioni	opinione	S	O	4	nmod
1587	7	con	con	E	O	9	case
1588	8	le	la	RD	O	9	det
1589	9	autorità	autorità	S	O	4	nmod
1590	10	rumene	rumeno	A	O	9	amod
1591	11	meno	meno	B	O	14	advmod
1592	12	di	di	E	O	14	case
1593	13	dieci	dieci	N	O	14	nummod
1594	14	giorni	giorno	S	O	4	nmod
1595	15	fa	fa	B	O	14	advmod
1596	16	,	[PUNCT]	FF	O	2	punct
1597	17	non	non	BN	O	18	neg
1598	18	solo	solo	B	O	20	advmod
1599	19	sulla	sulla	E+RD	O	20	case
1600	20	questione	questione	S	O	2	nmod
1601	21	del	del	E+RD	O	22	case
1602	22	traffico	traffico	S	O	20	nmod
1603	23	di	di	E	O	24	case
1604	24	bambini	bambino	S	O	22	nmod
1605	25	,	[PUNCT]	FF	O	2	punct
1606	26	bensì	bensì	CS	O	2	conj
1607	27	anche	anche	B	O	29	advmod
1608	28	sui	sul	E+RD	O	29	case
1609	29	problemi	problema	S	O	26	nmod
1610	30	delle	della	E+RD	O	31	case
1611	31	popolazioni	popolazione	S	O	29	nmod
1612	32	zingare	zingare	V	O	31	acl
1613	33	.	[PUNCT]	FS	O	2	punct

1614	1	Sono	essere	V	O	2	cop
1615	2	questioni	questione	S	O	0	root
1616	3	che	che	PR	O	7	dobj
1617	4	le	la	RD	O	5	det
1618	5	autorità	autorità	S	O	7	nsubj
1619	6	rumene	rumeno	A	O	5	amod
1620	7	affermano	affermare	V	O	2	acl:relcl
1621	8	di	di	E	O	9	mark
1622	9	affrontare	affrontare	V	O	7	ccomp
1623	10	con	con	E	O	13	case
1624	11	la	la	RD	O	13	det
1625	12	massima	massimo	A	O	13	amod
1626	13	serietà	serietà	S	O	9	nmod
1627	14	e	e	CC	O	13	cc
1628	15	che	che	CS	O	21	mark
1629	16	,	[PUNCT]	FF	O	21	punct
1630	17	da	da	E	O	18	case
1631	18	quanto	quanto	PR	O	21	nmod
1632	19	ho	avere	VA	O	21	aux
1633	20	potuto	potere	VM	O	21	aux
1634	21	appurare	appurare	V	O	13	conj
1635	22	,	[PUNCT]	FF	O	21	punct
1636	23	a	a	E	O	25	case
1637	24	loro	loro	AP	O	25	det:poss
1638	25	giudizio	giudizio	S	O	21	nmod
1639	26	derivano	derivare	V	O	25	acl
1640	27	da	da	E	O	29	case
1641	28	una	una	RI	O	29	det
1642	29	situazione	situazione	S	O	26	nmod
1643	30	di	di	E	O	31	case
1644	31	carattere	carattere	S	O	29	nmod
1645	32	culturale	culturale	A	O	31	amod
1646	33	che	che	PR	O	34	nsubj
1647	34	coinvolge	coinvolgere	V	O	31	acl:relcl
1648	35	alcuni	alcun	DI	O	36	det
1649	36	settori	settore	S	O	34	dobj
1650	37	della	della	E+RD	O	38	case
1651	38	popolazione	popolazione	S	O	36	nmod
1652	39	.	[PUNCT]	FS	O	2	punct

1653	1	La	la	RD	O	2	det
1654	2	determinazione	determinazione	S	O	0	root
1655	3	delle	della	E+RD	O	4	case
1656	4	autorità	autorità	S	O	2	nmod
1657	5	rumene	rumeno	A	O	4	amod
1658	6	nell'	nell'	E+RD	O	7	mark
1659	7	affrontare	affrontare	V	O	2	acl
1660	8	tale	tale	DD	O	9	det
1661	9	questione	questione	S	O	7	dobj
1662	10	,	[PUNCT]	FF	O	7	punct
1663	11	che	che	CS	O	16	mark
1664	12	,	[PUNCT]	FF	O	16	punct
1665	13	come	come	E	O	14	case
1666	14	esse	esse	PE	O	16	nmod
1667	15	ben	ben	B	O	16	advmod
1668	16	sanno	sapere	V	O	7	advcl
1669	17	,	[PUNCT]	FF	O	16	punct
1670	18	non	non	BN	O	19	neg
1671	19	mancherà	mancare	V	O	16	conj
1672	20	di	di	E	O	21	mark
1673	21	ripercuotersi	ripercuotere	V+PC	O	19	xcomp
1674	22	concretamente	concretamente	B	O	21	advmod
1675	23	sull'	sull'	E+RD	O	24	case
1676	24	esame	esame	S	O	21	nmod
1677	25	della	della	E+RD	O	26	case
1678	26	candidatura	candidatura	S	O	24	nmod
1679	27	del	del	E+RD	O	29	case
1680	28	loro	loro	AP	O	29	det:poss
1681	29	paese	paese	S	O	26	nmod
1682	30	da	da	E	O	31	case
1683	31	parte	parte	S	O	21	nmod
1684	32	dei	del	E+RD	O	33	case
1685	33	Quindici	quindici	N	O	31	nummod
1686	34	,	[PUNCT]	FF	O	16	punct
1687	35	ci	ci	PC	O	37	iobj
1688	36	è	essere	VA	O	37	aux
1689	37	sembrata	sembrare	V	O	16	conj
1690	38	genuina	genuino	A	O	37	amod
1691	39	.	[PUNCT]	FS	O	2	punct

1692	1	Credo	credere	V	O	0	root
1693	2	esista	esistere	V	O	1	xcomp
1694	3	un	un	RI	O	5	det
1695	4	grande	grande	A	O	5	amod
1696	5	impegno	impegno	S	O	2	dobj
1697	6	da	da	E	O	7	case
1698	7	parte	parte	S	O	5	nmod
1699	8	loro	loro	AP	O	7	det:poss
1700	9	per	per	E	O	10	mark
1701	10	contrastare	contrastare	V	O	8	advcl
1702	11	a	a	E	O	12	case
1703	12	fondo	fondo	S	O	10	nmod
1704	13	tale	tale	DD	O	14	det
1705	14	tipo	tipo	S	O	10	dobj
1706	15	di	di	E	O	16	case
1707	16	situazioni	situazione	S	O	14	nmod
1708	17	.	[PUNCT]	FS	O	1	punct

1709	1	interrogazione	interrogazione	S	O	0	root
1710	2	n	n	X	O	1	compound
1711	3	.	[PUNCT]	FF	O	2	punct
1712	4	2	2	N	O	2	conj
1713	5	,	[PUNCT]	FF	O	2	punct
1714	6	dell'	dell'	E+RD	O	7	case
1715	7	onorevole	onorevole	S	O	2	nmod
1716	8	(	[PUNCT]	FB	O	9	punct
1717	9	H-0148	H-0148	SP	O	7	nmod
1718	10	/	/	X	O	9	punct
1719	11	00	00	N	O	9	nummod
1720	12	)	[PUNCT]	FB	O	9	punct
1721	13	:	[PUNCT]	FC	O	1	punct

1722	1	Oggetto	oggetto	S	O	12	nmod
1723	2	:	[PUNCT]	FC	O	1	punct
1724	3	Articoli	Articoli	SP	O	12	nmod
1725	4	6	6	N	O	3	name
1726	5	e	e	CC	O	3	cc
1727	6	7	7	N	O	3	conj
1728	7	del	del	E+RD	O	8	case
1729	8	TUE	TUE	SP	ORG	12	nmod
1730	9	Il	il	RD	ORG	10	det
1731	10	Consiglio	consiglio	S	ORG	12	nsubj
1732	11	ha	avere	VA	O	12	aux
1733	12	dichiarato	dichiarare	V	O	0	root
1734	13	,	[PUNCT]	FF	O	12	punct
1735	14	il	il	RD	O	15	det
1736	15	2	2	N	O	12	nummod
1737	16	febbraio	febbraio	S	O	15	nmod
1738	17	scorso	scorso	A	O	16	amod
1739	18	,	[PUNCT]	FF	O	12	punct
1740	19	che	che	PR	O	20	nsubj
1741	20	intende	intendere	V	O	12	acl:relcl
1742	21	monitorare	monitorare	V	O	20	xcomp
1743	22	l'	l'	RD	O	23	det
1744	23	Austria	Austria	SP	LOC	21	dobj
1745	24	a	a	E	O	25	case
1746	25	seguito	seguito	S	O	21	nmod
1747	26	dell'	dell'	E+RD	O	27	case
1748	27	entrata	entrata	S	O	25	nmod
1749	28	nel	nel	E+RD	O	29	case
1750	29	governo	governo	S	O	21	nmod
1751	30	del	del	E+RD	O	31	case
1752	31	FPÖ	FPÖ	SP	O	29	nmod
1753	32	,	[PUNCT]	FF	O	29	punct
1754	33	in	in	E	O	34	case
1755	34	virtù	virtù	S	O	29	nmod
1756	35	degli	del	E+RD	O	36	case
1757	36	articoli	articolo	S	O	34	nmod
1758	37	6	6	N	O	36	nummod
1759	38	e	e	CC	O	37	cc
1760	39	7	7	N	O	37	conj
1761	40	del	del	E+RD	O	41	case
1762	41	TUE	TUE	SP	O	36	nmod
1763	42	.	[PUNCT]	FS	O	12	punct

1764	1	Il	il	RD	O	2	det
1765	2	Parlamento	Parlamento	SP	ORG	0	root
1766	3	europeo	europeo	A	ORG	2	amod
1767	4	,	[PUNCT]	FF	O	2	punct
1768	5	nella	nella	E+RD	O	7	case
1769	6	sua	suo	AP	O	7	det:poss
1770	7	risoluzione	risoluzione	S	O	2	conj
1771	8	del	del	E+RD	O	9	case
1772	9	3	3	N	O	7	nummod
1773	10	febbraio	febbraio	S	O	9	nmod
1774	11	2000	2000	N	O	10	nummod
1775	12	"	[PUNCT]	FB	O	13	punct
1776	13	invita	invitare	V	O	7	acl
1777	14	Consiglio	consiglio	S	ORG	13	dobj
1778	15	e	e	CC	ORG	14	cc
1779	16	Commissione	commissione	S	ORG	14	conj
1780	17	ad	ad	E	O	19	mark
1781	18	essere	essere	V	O	19	cop
1782	19	pronti	pronto	A	O	13	xcomp
1783	20	,	[PUNCT]	FF	O	19	punct
1784	21	in	in	E	O	22	case
1785	22	caso	caso	S	O	19	nmod
1786	23	di	di	E	O	24	case
1787	24	violazione	violazione	S	O	22	nmod
1788	25	grave	grave	A	O	24	amod
1789	26	e	e	CC	O	25	cc
1790	27	persistente	persistente	A	O	25	conj
1791	28	da	da	E	O	29	case
1792	29	parte	parte	S	O	24	nmod
1793	30	di	di	E	O	32	case
1794	31	qualunque	qualunque	DI	O	32	det
1795	32	Stato	stato	S	O	29	nmod
1796	33	membro	membro	S	O	32	compound
1797	34	dei	del	E+RD	O	35	case
1798	35	principi	principe	S	O	32	nmod
1799	36	di	di	E	O	37	case
1800	37	cui	cui	PR	O	39	nmod
1801	38	all'	all'	E+RD	O	39	case
1802	39	articolo	articolo	S	O	35	nmod
1803	40	6	6	N	O	39	nummod
1804	41	,	[PUNCT]	FF	O	39	punct
1805	42	paragrafo	paragrafo	S	O	39	nmod
1806	43	1	1	N	O	42	nummod
1807	44	del	del	E+RD	O	45	case
1808	45	TUE	TUE	SP	O	42	nmod
1809	46	,	[PUNCT]	FF	O	19	punct
1810	47	ad	ad	E	O	48	mark
1811	48	avviare	avviare	V	O	19	advcl
1812	49	un'	un'	RI	O	50	det
1813	50	azione	azione	S	O	48	dobj
1814	51	ai	al	E+RD	O	52	case
1815	52	sensi	senso	S	O	48	nmod
1816	53	dell'	dell'	E+RD	O	54	case
1817	54	articolo	articolo	S	O	52	nmod
1818	55	7	7	N	O	54	nummod
1819	56	del	del	E+RD	O	57	case
1820	57	TUE	TUE	SP	O	54	nmod
1821	58	[	[PUNCT]	FB	O	59	punct
1822	59	...	[PUNCT]	FF	O	57	punct
1823	60	]	[PUNCT]	FB	O	57	punct
1824	61	"	[PUNCT]	FB	O	60	punct
1825	62	.	[PUNCT]	FS	O	2	punct

1826	1	Dal	dal	E+RD	O	2	case
1827	2	canto	canto	S	O	8	nmod
1828	3	suo	suo	AP	O	2	det:poss
1829	4	,	[PUNCT]	FF	O	2	punct
1830	5	la	la	RD	O	6	det
1831	6	Commissione	commissione	S	ORG	8	nsubj
1832	7	aveva	avere	VA	O	8	aux
1833	8	risposto	rispondere	V	O	0	root
1834	9	all'	all'	E+RD	O	10	case
1835	10	interrogazione	interrogazione	S	O	8	nmod
1836	11	H-0826	H-0826	SP	O	10	nmod
1837	12	/	/	X	O	11	punct
1838	13	99	99	N	O	11	nummod
1839	14	-	-	FF	O	8	punct
1840	15	sul	sul	E+RD	O	16	case
1841	16	fatto	fatto	S	O	8	nmod
1842	17	che	che	CS	O	22	mark
1843	18	l'	l'	RD	O	19	det
1844	19	Italia	Italia	SP	LOC	22	nsubj
1845	20	è	essere	V	O	22	cop
1846	21	il	il	RD	O	22	det
1847	22	paese	paese	S	O	16	advcl
1848	23	più	più	B	O	24	advmod
1849	24	condannato	condannare	V	O	22	acl
1850	25	dalla	dalla	E+RD	O	26	case
1851	26	Corte	Corte	SP	ORG	24	nmod
1852	27	dei	del	E+RD	O	28	case
1853	28	diritti	diritto	S	O	26	nmod
1854	29	dell'	dell'	E+RD	O	30	case
1855	30	uomo	uomo	S	O	28	nmod
1856	31	per	per	E	O	33	case
1857	32	le	la	RD	O	33	det
1858	33	lentezze	lentezza	S	O	24	nmod
1859	34	e	e	CC	O	33	cc
1860	35	i	il	RD	O	36	det
1861	36	disfunzionamenti	disfunzionamenti	S	O	33	conj
1862	37	del	del	E+RD	O	39	case
1863	38	suo	suo	AP	O	39	det:poss
1864	39	sistema	sistema	S	O	36	nmod
1865	40	giudiziario	giudiziario	A	O	39	amod
1866	41	e	e	CC	O	39	cc
1867	42	che	che	PR	O	39	conj
1868	43	in	in	E	O	44	case
1869	44	Belgio	Belgio	SP	LOC	42	nmod
1870	45	i	il	RD	O	46	det
1871	46	processi	processo	S	O	44	nmod
1872	47	legati	legare	V	O	46	acl
1873	48	alla	alla	E+RD	O	49	case
1874	49	pedofilia	pedofilia	S	O	47	nmod
1875	50	procedono	procedere	V	O	49	acl
1876	51	con	con	E	O	53	case
1877	52	una	una	RI	O	53	det
1878	53	lentezza	lentezza	S	O	50	nmod
1879	54	e	e	CC	O	53	cc
1880	55	con	con	E	O	56	case
1881	56	battute	battuta	S	O	53	conj
1882	57	d'	da	E	O	58	case
1883	58	arresto	arresto	S	O	56	nmod
1884	59	inquietanti	inquietante	A	O	56	amod
1885	60	-	-	FB	O	66	punct
1886	61	che	che	CS	O	66	mark
1887	62	"	[PUNCT]	FB	O	66	punct
1888	63	non	non	BN	O	66	neg
1889	64	è	essere	V	O	66	cop
1890	65	suo	suo	AP	O	66	det:poss
1891	66	compito	compito	S	O	46	advcl
1892	67	interferire	interferire	V	O	66	csubj
1893	68	con	con	E	O	70	case
1894	69	l'	l'	RD	O	70	det
1895	70	amministrazione	amministrazione	S	O	67	nmod
1896	71	della	della	E+RD	O	72	case
1897	72	giustizia	giustizia	S	O	70	nmod
1898	73	negli	nel	E+RD	O	74	case
1899	74	Stati	stato	S	O	67	nmod
1900	75	membri	membro	S	O	74	compound
1901	76	"	[PUNCT]	FB	O	66	punct
1902	77	,	[PUNCT]	FF	O	66	punct
1903	78	che	che	PR	O	81	nsubj
1904	79	"	[PUNCT]	FB	O	81	punct
1905	80	ha	avere	VA	O	81	aux
1906	81	istituito	istituire	V	O	66	acl:relcl
1907	82	una	una	RI	O	83	det
1908	83	struttura	struttura	S	O	81	dobj
1909	84	amministrativa	amministrativo	A	O	83	amod
1910	85	"	[PUNCT]	FB	O	86	punct
1911	86	che	che	PR	O	83	nmod
1912	87	"	[PUNCT]	FB	O	92	punct
1913	88	se	se	S	O	92	nsubj
1914	89	necessario	necessario	A	O	88	amod
1915	90	,	[PUNCT]	FF	O	88	punct
1916	91	sarà	essere	V	O	92	cop
1917	92	incaricata	incaricato	A	O	86	acl:relcl
1918	93	dell'	dell'	E+RD	O	94	case
1919	94	esame	esame	S	O	92	nmod
1920	95	dei	del	E+RD	O	96	case
1921	96	casi	caso	S	O	94	nmod
1922	97	di	di	E	O	98	case
1923	98	violazione	violazione	S	O	96	nmod
1924	99	grave	grave	A	O	98	amod
1925	100	e	e	CC	O	99	cc
1926	101	persistente	persistente	A	O	99	conj
1927	102	da	da	E	O	103	case
1928	103	parte	parte	S	O	98	nmod
1929	104	di	di	E	O	106	case
1930	105	uno	un	RI	O	106	det
1931	106	Stato	Stato	SP	O	103	nmod
1932	107	membro	membro	S	O	106	nmod
1933	108	dei	del	E+RD	O	109	case
1934	109	diritti	diritto	S	O	107	nmod
1935	110	fondamentali	fondamentale	A	O	109	amod
1936	111	"	[PUNCT]	FB	O	112	punct
1937	112	applicando	applicare	V	O	92	acl
